PMCID,Field,JSON_Value,TSV_Value
PMC6484528,publication/authors,"The authors who contributed to the article are Scott J Warchal, John C Dawson, and Neil O Carragher. Scott J Warchal was supported by a core Cancer Research UK Edinburgh Centre studentship award and is likely the primary author of the paper. John C Dawson and Neil O Carragher are affiliated with the Cancer Research UK Edinburgh Centre and the MRC Institute of Genetics and Molecular Medicine at the University of Edinburgh. Neil O Carragher is a professor and the corresponding author, which means he is the main point of contact for the paper and likely oversaw the project and the writing of the manuscript.","Warchal SJ, Dawson JC, Carragher NO"
PMC6484528,publication/journal,SLAS Discovery,SLAS discovery : advancing life sciences R & D
PMC6484528,publication/year,2020,2019
PMC6484528,publication/doi,Not enough information is available.,10.1177/2472555218820805
PMC7422516,publication/title,Not enough information is available.,An automatic nuclei segmentation method based on deep convolutional neural networks for histopathology images.
PMC7422516,publication/authors,"The authors who contributed to this article are Hyeon Jeong, Byungjin Lee, and Jihun Kim. Hyeon Jeong, Byungjin Lee, and Jihun Kim contributed to the design of the study. Hyeon Jeong and Byungjin Lee analyzed and interpreted the data. Hyeon Jeong drafted the manuscript, while Byungjin Lee provided feedback. All three authors approved the final version of the manuscript and agreed to be accountable for all aspects of the work.","Jung H, Lodhi B, Kang J"
PMC7422516,publication/journal,BMC Biomedical Engineering,BMC biomedical engineering
PMC7422516,publication/doi,Not enough information is available.,10.1186/s42490-019-0026-8
PMC7540586,publication/title,WGS and Machine Learning in Source Attribution,Application of Whole-Genome Sequences and Machine Learning in Source Attribution of Salmonella Typhimurium.
PMC7540586,publication/authors,Not enough information is available.,"Munck N, Njage PMK, Leekitcharoenphon P, Litrup E, Hald T"
PMC7540586,publication/journal,Risk Analysis,Risk analysis : an official publication of the Society for Risk Analysis
PMC7540586,publication/doi,Not enough information is available.,10.1111/risa.13510
PMC10348822,publication/title,Prediction of Extubation Failure Among Low Birthweight Neonates Using Machine Learning,Prediction of extubation failure among low birthweight neonates using machine learning.
PMC10348822,publication/authors,"The authors who contributed to this article are:

Annamalai Natarajan, PhD, who designed the study, performed initial and subsequent analyses, and drafted the initial manuscript.

Grace Lam, BS, who participated in the initial analyses and revised the manuscript.

Jingyi Liu, MBI, who participated in the initial analyses and revised the manuscript.

Andrew L. Beam, PhD, who conceptualized and designed the study, provided supervision, participated in the initial and subsequent analyses, and revised the manuscript.

Kristyn S. Beam, MD MPH, who conceptualized and designed the study, participated in the initial and subsequent analyses, interpreted the data, and revised the manuscript.

Jonathan C. Levin, MD MBI, who conceptualized and designed the study, provided supervision, participated in the initial and subsequent analyses, interpreted the data, and drafted the initial manuscript.","Natarajan A, Lam G, Liu J, Beam AL, Beam KS, Levin JC"
PMC10348822,publication/journal,Journal of Perinatology,Journal of perinatology : official journal of the California Perinatal Association
PMC7406302,publication/title,Not enough information is available.,Deep neural network analyses of spirometry for structural phenotyping of chronic obstructive pulmonary disease.
PMC7406302,publication/authors,"The authors contributing to the article are:

Sandeep Bodduluri, Arie Nakhmani, Joseph M. Reinhardt, Carla G. Wilson, Merry-Lynn McDonald, Ramaraju Rudraraju, Byron C. Jaeger, Nirav R. Bhakta, Peter J. Castaldi, Frank C. Sciurba, Chengcui Zhang, Purushotham V. Bangalore, and Surya P. Bhatt.

Sandeep Bodduluri and Surya P. Bhatt had full access to all of the data in the study and take responsibility for the integrity of the data and the accuracy of the data analysis. They also conceived and designed the study. Sandeep Bodduluri, Arie Nakhmani, Joseph M. Reinhardt, Carla G. Wilson, Merry-Lynn McDonald, Ramaraju Rudraraju, Byron C. Jaeger, Nirav R. Bhakta, Peter J. Castaldi, Frank C. Sciurba, Chengcui Zhang, Purushotham V. Bangalore, and Surya P. Bhatt acquired, analyzed, or interpreted data. Sandeep Bodduluri and Surya P. Bhatt drafted the manuscript. All authors provided critical revision of the manuscript for important intellectual content. Sandeep Bodduluri, Byron C. Jaeger, and Surya P. Bhatt provided statistical analysis. Surya P. Bhatt supervised the study.","Bodduluri S, Nakhmani A, Reinhardt JM, Wilson CG, McDonald ML, Rudraraju R, Jaeger BC, Bhakta NR, Castaldi PJ, Sciurba FC, Zhang C, Bangalore PV, Bhatt SP"
PMC7406302,publication/journal,Journal of Clinical Investigation Insights,JCI insight
PMC7406302,publication/doi,https://doi.org/10.1172/jci.insight.132781,10.1172/jci.insight.132781
PMC7249423,publication/title,Not enough information is available.,Microenvironment characterization and multi-omics signatures related to prognosis and immunotherapy response of hepatocellular carcinoma.
PMC7249423,publication/authors,"The authors who contributed to this article are Furong Liu, Lu Qin, and Zhibin Liao, who contributed equally to this work. Additionally, the corresponding authors are Guo Zhang, Wei-Guo Zhang, and Xiang-Bang Zhang. The full list of author information is available at the end of the article.","Liu F, Qin L, Liao Z, Song J, Yuan C, Liu Y, Wang Y, Xu H, Zhang Q, Pei Y, Zhang H, Pan Y, Chen X, Zhang Z, Zhang W, Zhang B"
PMC7249423,publication/journal,Experimental Hematology & Oncology,Experimental hematology & oncology
PMC7249423,publication/doi,Not enough information is available.,10.1186/s40164-020-00165-3
PMC8611216,publication/title,Feasibility of Radiomics to Differentiate Coronavirus Disease 2019 (COVID-19) from H1N1 Influenza Pneumonia on Chest Computed Tomography: A Proof of Concept,Feasibility of Radiomics to Differentiate Coronavirus Disease 2019 (COVID-19) from H1N1 Influenza Pneumonia on Chest Computed Tomography: A Proof of Concept.
PMC8611216,publication/authors,"The authors who contributed to this article are:

- Tabatabaei M
- Tasorian B
- Goyal M
- Moini A
- Sotoudeh H

The specific contributions of each author to the paper are not detailed.","Tabatabaei M, Tasorian B, Goyal M, Moini A, Sotoudeh H"
PMC8611216,publication/journal,Iran J Med Sci,Iranian journal of medical sciences
PMC3135376,publication/title,Prediction of Individual Brain Maturity Using fMRI,Prediction of individual brain maturity using fMRI.
PMC3135376,publication/authors,"The authors who contributed to this article are:

- N. U. F. Dosenbach
- A. J. Fair
- B. L. Schlaggar
- S. E. Petersen
- C. N. L. Syed
- J. R. Power
- D. M. Barch
- A. Z. Snyder
- M. E. Raichle
- B. L. Schlaggar

The specific contributions of each author are not detailed in the provided information.","Dosenbach NU, Nardos B, Cohen AL, Fair DA, Power JD, Church JA, Nelson SM, Wig GS, Vogel AC, Lessov-Schlaggar CN, Barnes KA, Dubis JW, Feczko E, Coalson RS, Pruett JR Jr, Barch DM, Petersen SE, Schlaggar BL"
PMC3135376,publication/journal,Science,"Science (New York, N.Y.)"
PMC8374469,publication/title,Not enough information is available.,Automatic classification of white regions in liver biopsies by supervised machine learning.
PMC8374469,publication/authors,"The authors who contributed to this article are:

- Vanderbeck et al. The specific names of the authors are not provided, but the lead author is Vanderbeck.
- R.K. and D.E.K. are two pathologists who provided annotations for the models discussed in the paper. Their contributions involve creating annotations that were used to train and evaluate the models for classifying white regions in digital liver biopsy images. These annotations were crucial for the development and validation of the automated classification system.
- The specific contributions of other authors are not detailed in the provided information.","Vanderbeck S, Bockhorst J, Komorowski R, Kleiner DE, Gawrieh S"
PMC8374469,publication/journal,Hum Pathol.,Human pathology
PMC8374469,publication/year,2021,2014
PMC8374469,publication/doi,Not enough information is available.,10.1016/j.humpath.2013.11.011
PMC11869764,publication/title,Multiomics-Based Deep Learning Prediction of Prognosis and Therapeutic Response in Patients With Extensive-Stage Small Cell Lung Cancer Receiving Chemoimmunotherapy: A Retrospective Cohort Study,Multiomics-Based Deep Learning Prediction of Prognosis and Therapeutic Response in Patients With Extensive-Stage Small Cell Lung Cancer Receiving Chemoimmunotherapy: A Retrospective Cohort Study.
PMC11869764,publication/authors,Not enough information is available.,"Nie F, Pei X, Du J, Shi W, Wang J, Feng L, Liu Y"
PMC11869764,publication/journal,International Journal of General Medicine,International journal of general medicine
PMC11869764,publication/doi,10.2147/IJGM.S506485,10.2147/ijgm.s506485
PMC9353566,publication/title,Machine learning diabetes prediction models,Development of Various Diabetes Prediction Models Using Machine Learning Techniques.
PMC9353566,publication/authors,"The authors who contributed to this article are:

- Juyoung Shin, who was involved in the conception or design of the study and drafting the work or revising it.
- Hun-Sung Kim, who was involved in the conception or design of the study, drafting the work or revising it, and final approval of the manuscript.
- Jamin Hong, who assisted with data preprocessing.
- J.K., C.L., J.Y.Y., S.K., and S.S., who were involved in the acquisition, analysis, or interpretation of data.","Shin J, Kim J, Lee C, Yoon JY, Kim S, Song S, Kim HS"
